,loss_in,loss_out,acc_top1_in,acc_top1_out,acc_top5_in,acc_top5_out
0,0.5646078,1.5883998,0.8541667,0.6264784999999999,0.9583333,0.84559035
1,0.249756,1.8106593999999998,0.94949496,0.5865514000000001,0.9696969999999999,0.8246121
2,0.16857465,2.3988907000000004,0.97354496,0.5179296,0.98941797,0.77660304
3,0.19054592,3.7501135000000003,0.95187163,0.38732659999999997,0.98930484,0.67102623
4,0.51655835,2.7774396,0.8984169,0.4446925,0.96042216,0.7217144
5,0.65912247,2.482834,0.84565073,0.4695241,0.9359058000000001,0.75390184
6,0.88451177,2.1307490000000002,0.7852239000000001,0.52117133,0.9267734000000001,0.7870691999999999
7,0.9563863000000001,1.8306514999999999,0.7640161999999999,0.5696144000000001,0.9177148,0.8205386999999998
8,1.0764958,1.7559898999999997,0.74863565,0.58798325,0.89903694,0.8315083000000001
9,1.1822576999999999,1.6753136000000002,0.7156842,0.60358995,0.8957616,0.83968467
10,1.1813573999999998,1.6261749,0.713422,0.61211735,0.89391375,0.8456171999999998
