,incontext_loss,incontext_acc_top1,incontext_acc_top5,outofcontext_loss,outofcontext_acc_top1,outofcontext_acc_top5
0,0.9915429,0.7592824,0.9190655,1.6849835,0.6014703,0.837569
1,0.8452864,0.79342914,0.93347025,1.694175,0.60288626,0.83590597
2,0.8615281,0.8025,0.92583334,1.6618212,0.6071818,0.841507
3,0.5690843,0.8592839,0.9600333,2.0327666,0.53802687,0.7993062
4,0.6821938,0.8399835,0.93870836,1.6849929,0.6050822,0.83731747
5,0.55326396,0.86791664,0.9558333,1.8536284,0.57482874,0.8190148
6,0.49012306,0.879649,0.96364397,1.8226811,0.57692224,0.8221398
7,0.47713527,0.89079756,0.9631902,1.7481749,0.5948726,0.83257264
8,0.3947671,0.9134934,0.9660596,1.7124356,0.6032037,0.83593035
