,incontext_loss,incontext_acc,incontext_top5acc,outofcontext_loss,outofcontext_acc,outofcontext_top5acc
0,1.4392328580319758,0.6595921753051129,0.8639201009169352,1.533890089996201,0.6357278187498051,0.8530854355106726
1,1.2118482388896072,0.7037344393393805,0.9000000002473222,1.5425068625655611,0.6340126143558387,0.8509813723253377
2,1.478047788543189,0.6489093955731232,0.8682885914040892,1.530374884822704,0.6356798777202267,0.853011231905133
3,1.3614154693600355,0.6512013258475752,0.8753106884948458,1.5404429185062447,0.6346838564904687,0.8526466542579269
4,1.3439042548913096,0.6845058265255092,0.8851963746223565,1.537755790527646,0.6343873105772162,0.8524360130203832
5,1.4620901783635794,0.6520661146187585,0.866115702577859,1.523471720885337,0.6386729970584337,0.8540255951068159
6,1.3397724956691708,0.6644682607568204,0.8821104698110394,1.5254488122986116,0.6367870117076487,0.8540534062912892
7,1.4780319331082177,0.6453366782913543,0.8615641992294554,1.5315827964967395,0.6361603368455985,0.8531496298096558
8,1.4868290304107006,0.6480032925058069,0.8674351574217355,1.5344181693214871,0.6352285497716142,0.8530102048057875
9,1.4154156787336365,0.6640495870724197,0.8706611567292332,1.5312771631212114,0.6372242438561119,0.8534224375407854
10,1.3015985582745577,0.6949711467545581,0.877576257164382,1.528886583170451,0.6359626594307718,0.8538212036905236
11,1.453464723234417,0.6478991594134259,0.8684873953586867,1.535163513481259,0.6358357883525666,0.8530812346347181
12,1.1827207115512632,0.7164422684375338,0.9077927375365062,1.537628017666053,0.6342425752137253,0.8520232968310947
13,1.3122465295239913,0.6590909091894291,0.8842975209567172,1.530542608569751,0.6373126948788117,0.8543341465611772
14,1.4583052323869437,0.6471074386076494,0.863223140692908,1.5366782723777268,0.6363414203291309,0.8535712052708755
15,1.3544583166537643,0.6615646262558139,0.8741496598639455,1.5236859654803516,0.6371116886807517,0.8543501769386131
16,1.4467599118698924,0.6490872209502524,0.8592292092151139,1.5321731448491887,0.6365884646922544,0.8534749050618127
17,1.4145291851854873,0.6650246305418719,0.8731527093596059,1.5189693267831246,0.6395657518713675,0.8537311457358883
18,1.5737629081280267,0.6299469603027241,0.8535291717666259,1.527905695447863,0.6364750576131589,0.8530629213356797
19,1.3034344389418926,0.6822314049586777,0.8789256195391505,1.5375533683945228,0.6349255164663646,0.8530469947804039
20,1.3337659513969795,0.6810766722988733,0.882137030995106,1.525626605016637,0.6356023228946706,0.8534163543873036
21,1.3050125794838512,0.6673494469540767,0.8766898812450673,1.5201040320463561,0.6392300819873619,0.8548314729310579
22,1.491372056475513,0.6567040271113749,0.85097550865821,1.533828401155687,0.6361853171255994,0.8531332223779248
23,1.2822823996591095,0.7004950487180905,0.8754125420409854,1.53363746025537,0.6361478338079554,0.8543183644473366
24,1.2721989057739704,0.6783387621179078,0.8929153092521022,1.5382211486958905,0.6355360974244313,0.8518767361931355
25,1.575629716732174,0.6361396304146221,0.8373716632443532,1.5296558410281247,0.636022205400352,0.8530292374626628
26,1.3987374705054114,0.6551297891518193,0.8636176360945276,1.5307652615690461,0.6359264786595171,0.8537454901288993
27,1.3877094351215127,0.6744855959229018,0.8707818932003445,1.5408343327785292,0.6349761661543928,0.8525584339081634
28,1.4067633649191658,0.6490153162171596,0.8774617054791106,1.5405332012999948,0.6337441220205713,0.8516899714817442
29,1.2431849011741734,0.6850622409854192,0.8867219928883913,1.5296442318686054,0.6356232643555396,0.8538831394600928
30,1.5470488246590255,0.6566240205973375,0.8369789520325466,1.5256297274842199,0.6357517128348429,0.854136956984
31,1.1765767847204889,0.7103869653282243,0.9014256617445081,1.5342565262876913,0.6365163977528818,0.8536828038956434
32,1.9337380917735119,0.5692946045230534,0.7821576762001544,1.5125802168181328,0.6379988793489948,0.8561107710475846
33,1.578151647709618,0.6219008265940611,0.8409090905150106,1.523255165703756,0.6372817253387145,0.8545122284991135
34,1.5198926086204951,0.6498564985649856,0.8446084460844608,1.5330580504017275,0.6358589344154998,0.8536139613675088
35,1.2960470076260577,0.686089454247025,0.884283955683217,1.5260282130074372,0.637107398133398,0.8537319882035129
36,1.6812666874757027,0.6139767058875517,0.8306988362663003,1.5165551585564974,0.6388779233942525,0.8549620769190852
37,1.3116012165395272,0.7047034765069957,0.8801635992063823,1.5413877767257012,0.6331110321784486,0.8553552610278522
38,1.27525246148263,0.6895128002253375,0.8806771251113822,1.5280493251805933,0.6362919397958788,0.8529143338331955
39,1.477188444979281,0.6350574712643678,0.8596059113300493,1.5335169424467405,0.6365218343691958,0.8532311557094021
