,loss_in,loss_out,acc_top1_in,acc_top1_out,acc_top5_in,acc_top5_out
0,1.2704084,0.6704009,0.8950472,2.1562753,0.52705085,0.7720339
1,1.1244471,0.6848844,0.92348534,1.6578294,0.6210021,0.833413
2,0.8039307,0.7824074,0.9830247,1.8296337,0.58213913,0.81248164
3,1.3536861,0.66053694,0.8837808,2.0496516,0.5431578,0.7855181
4,0.82986414,0.7738483,0.94695204,1.7657937,0.5994489,0.826336
5,0.53177464,0.8632219,0.96217495,1.6894213,0.60536253,0.83050996
