,incontext_loss,incontext_acc_top1,incontext_acc_top5,outofcontext_loss,outofcontext_acc_top1,outofcontext_acc_top5
0,0.3746521,0.91659784,0.971924,1.5807348,0.628645,0.8494194
1,0.18252774,0.9594371,0.9846854,1.7379143,0.5993191,0.8314565
2,2.012028,0.4638831,0.80960333,2.0197878,0.53316754,0.7897171
3,1.9320498,0.50188524,0.80938417,1.9049612,0.55490613,0.80639464
4,1.7977391,0.54879063,0.8294412,1.8938959,0.5574389,0.8078534
5,1.5024079,0.6038988,0.8697636,1.9280152,0.5501779,0.8057259
6,1.5570709,0.6102881,0.85884774,1.8569518,0.5607754,0.8166914
