,loss_in,loss_out,acc_top1_in,acc_top1_out,acc_top5_in,acc_top5_out
0,0.71643704,2.1238673,0.8282955,0.5225925,0.9433249,0.7891661
1,0.9006028,2.1272902,0.7669298,0.52276844,0.9281263,0.7888547
2,0.7899097,2.02078,0.7672905,0.5433595,0.955655,0.7961337
3,0.83976454,2.1667914,0.799511,0.51747334,0.9348003,0.7787655
4,0.9319836,2.038937,0.7751137,0.5318536,0.92021495,0.7953469
5,0.8006709,2.1440253,0.8206091,0.5176371,0.9299124,0.787112
6,0.9233787,1.9959337,0.77047145,0.54567873,0.93341607,0.8004147
7,0.7998858,2.118917,0.8079281,0.5211286,0.9370658,0.79281956
8,0.7825773,2.0399356,0.8108559,0.5343237,0.9415449,0.796632
9,0.8499872,2.192797,0.81144506,0.51013994,0.9374228,0.78307754
