,loss_in,loss_out,acc_top1_in,acc_top1_out,acc_top5_in,acc_top5_out
0,2.089329,1.8946887,0.42940200000000006,0.55769145,0.79858804,0.8040803000000001
1,1.9487648000000002,1.6685113,0.5283333,0.60288405,0.8045833,0.83590037
2,1.4267688,1.7374941000000002,0.63230383,0.58710355,0.8760434000000001,0.82884693
3,1.5987656000000001,1.7583311000000001,0.6234414,0.58878076,0.8674148000000002,0.82440215
4,1.3987633999999998,1.6430924999999998,0.65141433,0.60900205,0.8831114999999999,0.8401405000000001
5,1.3050996000000001,1.64517,0.67512476,0.6103984,0.8922629000000001,0.8381550999999999
6,1.253103,1.6087053,0.6970937,0.6176001999999999,0.8927548000000001,0.8442188
7,0.9827464,1.8174151,0.75748754,0.5747479999999999,0.9147255,0.8226644000000001
8,1.0692303,1.6507026000000002,0.7553808000000001,0.6112348000000001,0.9081126,0.8403605
9,0.9915429,1.6849835,0.7592824,0.6014703,0.9190655000000001,0.837569
10,0.8452864,1.694175,0.79342914,0.60288626,0.93347025,0.83590597
11,0.8615280999999999,1.6618211999999999,0.8025,0.6071818,0.92583334,0.841507
12,0.5690843000000001,2.0327666,0.8592839,0.53802687,0.9600333000000001,0.7993062
13,0.6821938,1.6849929,0.8399834999999999,0.6050821999999999,0.93870836,0.83731747
14,0.55326396,1.8536284,0.86791664,0.57482874,0.9558333000000001,0.8190148
15,0.49012306,1.8226811,0.879649,0.57692224,0.96364397,0.8221398000000001
16,0.47713527,1.7481749,0.89079756,0.5948726,0.9631902,0.83257264
17,0.3947671,1.7124356,0.9134934000000001,0.6032036999999999,0.9660595999999999,0.83593035
18,0.3746521,1.5807348,0.91659784,0.628645,0.971924,0.8494193999999999
19,0.18252774,1.7379143,0.9594370999999999,0.5993191,0.9846853999999999,0.8314565
20,2.012028,2.0197878,0.4638831,0.53316754,0.80960333,0.7897171
21,1.9320498,1.9049612,0.50188524,0.55490613,0.80938417,0.80639464
22,1.7977391,1.8938959,0.54879063,0.5574389,0.8294412,0.8078534
23,1.5024079,1.9280152,0.6038988000000001,0.5501779,0.8697636000000001,0.8057259
24,1.5570708999999998,1.8569518,0.6102880999999999,0.5607754,0.85884774,0.8166914000000001
