,loss_in,loss_out,acc_top1_in,acc_top1_out,acc_top5_in,acc_top5_out
0,0.0969854,1.6342729,0.98,0.62100524,1.0,0.84452564
1,0.17589283,1.8308587,0.94,0.58936805,0.98,0.8271843000000001
2,0.27488297,2.9790297000000003,0.9569892,0.45525682,0.9731183000000001,0.7240489999999999
3,0.19263545,2.7678882999999996,0.9457363999999999,0.46118158,0.997416,0.73753947
4,0.46170866,2.817796,0.88688946,0.42564264,0.9665809999999999,0.7111041
5,0.68775356,2.4516873,0.84741324,0.47673994,0.93713164,0.7510865
6,0.9116216,2.0141616,0.77972144,0.5401209,0.925494,0.7995614999999999
7,0.9913633,1.8380355,0.7571954000000001,0.5718641999999999,0.9175503,0.82162917
8,1.0435883,1.740811,0.7450154,0.5909814999999999,0.9097098,0.83180016
9,1.2585611,1.6176745000000001,0.6969795,0.61047155,0.8857854,0.8453886
10,1.2705952,1.592072,0.687976,0.62057054,0.8872954,0.85001117
