,val_loss,val_acc,val_top_k_categorical_accuracy,loss,acc,top_k_categorical_accuracy
0,0.9656164089292727,0.7526987249413697,0.9214916559735037,0.9752308169890279,0.7557626288694995,0.9214211758960008
1,0.9075312555947646,0.7693817498522488,0.9293424957399864,0.8946232516287095,0.7768513976368071,0.9298675822910253
2,0.8665700424992652,0.7787046102593059,0.9327772338093204,0.843130354907011,0.7911830420202016,0.9353713695668153
3,0.83431036555381,0.784592740727594,0.9347399414112102,0.8046217780627448,0.7995204622138392,0.9384229741306449
4,0.8077563269098561,0.7929342496734372,0.936211970474816,0.7736263709051149,0.807966868150891,0.9414745789478212
5,0.785271553576753,0.7983316961050736,0.9391560346853277,0.747469203971425,0.8143970356813328,0.9435998037312117
6,0.7653464958642018,0.8037291480350776,0.9411187422872175,0.7248685523915516,0.8200643015657483,0.9462154652401833
7,0.7477646704042976,0.8076545607236464,0.941609421761394,0.7049265846648234,0.8246962016080032,0.9483951828563046
8,0.7318152487570451,0.8115799807823675,0.9425907727546617,0.6870794917126065,0.8295460737542127,0.9498664924321619
9,0.7173936849604411,0.815996071073328,0.9440628079015677,0.6709454268124518,0.8335240584005486,0.9513378015662869
10,0.7043038436428254,0.8204121696703334,0.9470068688364562,0.6561750349417206,0.8374475506234056,0.9528636041957412
11,0.6921088447514647,0.8233562292013833,0.9479882217015088,0.6425735348642025,0.8406626341758804,0.9540624490557792
12,0.6807022614731756,0.8258096192606064,0.948969576438346,0.6299778407266124,0.8445861258303318,0.9543894063672229
13,0.6703364592890042,0.8282630063366726,0.9504416083096288,0.618201711656456,0.847855702767703,0.9556427444075312
14,0.660361784714127,0.8307163862180663,0.9504416059698979,0.6072156846370628,0.8501988993075087,0.9565146311506134
15,0.6511190260766884,0.8336604520078964,0.9509322835722896,0.5968643474868582,0.8529235461344025,0.9571685469265524
16,0.6423361356990728,0.8356231566266293,0.9533856725201405,0.5870995405298326,0.8549942781954953,0.9578224621340856
17,0.634061322361962,0.8375858707797657,0.9538763487186938,0.5778457578631956,0.856956023912288,0.958312898385454
18,0.6261881887620284,0.8375858709552454,0.9543670235134084,0.56907775085256,0.8591902348191126,0.9588578278170925
19,0.6188009938150205,0.8424926408958622,0.9548577059707417,0.5607224589543709,0.8603890793478512,0.9592392787667791
20,0.6116701033445289,0.8444553450466489,0.9553483801220304,0.5527788599039851,0.8626232904755422,0.9600021799710731
21,0.6048561381989536,0.8469087365097105,0.9558390553846912,0.5451756480016096,0.8648030079649902,0.9605471090551723
22,0.598381011186568,0.8523061831168267,0.9563297325191367,0.5379006570528576,0.8665467824612929,0.9609830529317824
23,0.5922181083362867,0.8537782115370064,0.9563297315832443,0.5309033704826497,0.8689989644781744,0.9615279821425549
24,0.5863291550431331,0.8547595711287853,0.9573110877239202,0.5241847655330261,0.8707427388802841,0.9620184186310295
25,0.5806596958251182,0.8552502477952847,0.9573110925788617,0.5177161510124121,0.8720505694057836,0.962181897239655
26,0.5751467211440688,0.856722275922998,0.9578017639224733,0.511492223838624,0.8735763715772653,0.9628903057216514
27,0.5698354239260249,0.8577036297239429,0.956820409185636,0.5054888549107478,0.8754291321190493,0.9632172632702014
28,0.5647909086164712,0.8596663429411868,0.9573110858521354,0.49968331662629334,0.876900441126501,0.9640346575280924
29,0.559879115098124,0.8606476972100779,0.9582924424607574,0.4940596152914882,0.8786442157819573,0.9645250940328073
30,0.5551100174975934,0.8616290510110228,0.9582924410569188,0.4886261438045,0.8799520462587362,0.9652335024985635
31,0.5505276540252247,0.8616290458636148,0.958783123046306,0.483341003339964,0.8813143696332068,0.9655604601737868
32,0.5460815836215744,0.863591759548805,0.9592738011166438,0.47823345860267724,0.8828946648907657,0.9657239385453058
33,0.5418484682716261,0.8640824315358425,0.9597644729282016,0.4732527210256929,0.8841480026777275,0.9659964035924244
34,0.5377354547600751,0.8665358228234243,0.9597644743320402,0.46842090352134647,0.8856193122860652,0.9664868399867063
35,0.5336942852303839,0.8675171747525845,0.9597644729282016,0.4637159489265327,0.8869271429999506,0.9668682905726131
36,0.529832476839584,0.86800785188703,0.9597644729282016,0.4591331867994739,0.888234973415017,0.9675766986128771
37,0.5261051915695669,0.8694798809506358,0.9597644768472509,0.45467917210990405,0.8889433818970134,0.9678491633286964
38,0.5224604308312728,0.8699705613607045,0.9602551505305933,0.4503323051427458,0.8899242548739629,0.9684485860347982
39,0.5189278608039972,0.8714425938754133,0.960745831116142,0.4460937164796548,0.8910141135163738,0.9688300367636185
40,0.515516974916636,0.8738959740492733,0.9607458300047698,0.44197011392978314,0.8920494794040069,0.9689935155768699
41,0.5121628814052436,0.8743866560386605,0.9612365052674305,0.43793111286347297,0.8934118033631232,0.9693204729045537
42,0.5088195389573543,0.8753680046921974,0.9612365043315382,0.4340058633721977,0.894392675976293,0.9698654024466254
43,0.5056451020343732,0.8758586855702124,0.9617271805300914,0.43014953928119537,0.8950465915151256,0.9703013459919363
44,0.5024890812503227,0.8768400389032112,0.9627085410577626,0.4263991550797436,0.8962454360601044,0.9706283036509195
45,0.49946003090645075,0.8768400398391035,0.9631992181922081,0.422731402951439,0.8973352947967084,0.9709007682563057
46,0.496507491810399,0.878802746973047,0.9636898943907614,0.41915356672613713,0.8983706611747944,0.9712277262465882
47,0.49358664907814825,0.8788027508920964,0.9641805705893145,0.41564802999301836,0.8994060269519942,0.9715001908519744
48,0.49078615724864955,0.8792934227036541,0.9656525994774404,0.41222079333463396,0.900059942412874,0.9716636696814659
49,0.48805082458509197,0.8797841040496153,0.9656526038644359,0.4088657773305633,0.9008228431754356,0.9719361345239584
50,0.4853658913045215,0.8802747821199531,0.9661432766118859,0.40557716234939495,0.9010953082225542,0.9721541061861808
51,0.4827554831327002,0.882237487382112,0.9666339581333269,0.40234703529557314,0.9016402377483858,0.972317584778566
52,0.48016520378283123,0.8837095197213409,0.9666339518745467,0.3991931267547566,0.9027300967220961,0.9725900497152515
53,0.4776764118987281,0.8846908735222858,0.9676153061434378,0.39609183390636443,0.9037654626422095,0.9729715003173985
54,0.4752483994382871,0.8851815478490543,0.9676153061434378,0.39306687077549096,0.9046373497328312,0.9731894718691878
55,0.4728571253155118,0.884690871182555,0.9676153056754916,0.3900955587383525,0.9053457576626621,0.9733529510299787
56,0.47051642734239335,0.885672225451446,0.9676153061434378,0.3871908450209798,0.9059996732177348,0.9737888941335572
57,0.4682685842808844,0.886162903521784,0.9676153119342717,0.38432976990348666,0.9066535881881617,0.9739523731839149
58,0.466067077103962,0.8871442591945136,0.9676153119342717,0.38153075108793955,0.9071985176198002,0.9741158517763001
59,0.463937959475653,0.8871442587265673,0.9681059895366635,0.3787941140986536,0.9080159117672582,0.9742793309695714
60,0.46180246362391353,0.8876349388441698,0.9685966608802751,0.3761195668920328,0.9083973624798383,0.9745517957795836
61,0.45980971873216003,0.8891069653925647,0.9685966604123288,0.37350282340821217,0.9091057707572086,0.9747697675522391
62,0.45779233068315506,0.8895976420590641,0.9685966599443827,0.37092426482269947,0.9095417144909054,0.9750967252112223
63,0.4558568108713545,0.8891069697795602,0.9685966652672705,0.3684080542644216,0.910141136677322,0.9753691898328486
64,0.4539626115262216,0.8895976483178443,0.9695780209400001,0.36593537590372605,0.9105770800959596,0.9755326686461
