,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy
0,1.18726646900177,0.7076923251152039,0.892307698726654,1.5510040998458863,0.56953125,0.86171875
1,1.1780303716659546,0.7076923251152039,0.892307698726654,1.5993566513061523,0.56328125,0.84453125
2,1.1689730882644653,0.7076923251152039,0.892307698726654,1.6297199249267578,0.5578125,0.83515625
3,1.1599615812301636,0.7076923251152039,0.892307698726654,1.625269317626953,0.559375,0.84765625
4,1.1510671377182007,0.7076923251152039,0.892307698726654,1.5402333736419678,0.58125,0.86015625
5,1.1423707008361816,0.7076923251152039,0.892307698726654,1.5274374127388,0.5735849117333034,0.8650943450207981
6,1.1339361667633057,0.7076923251152039,0.892307698726654,1.55710871219635,0.5410959124565125,0.8698630332946777
7,1.1256345510482788,0.7076923251152039,0.892307698726654,1.5515664339065551,0.578125,0.859375
8,1.11741042137146,0.7076923251152039,0.892307698726654,1.426685357093811,0.57421875,0.88046875
9,1.1092891693115234,0.7153846025466919,0.892307698726654,1.4038872718811035,0.5734375,0.8875
10,1.10102117061615,0.7153846025466919,0.8999999761581421,1.6463218927383423,0.5625,0.83203125
11,1.0927668809890747,0.7230769395828247,0.8999999761581421,1.487360954284668,0.59765625,0.878125
12,1.084709644317627,0.7307692170143127,0.8999999761581421,1.484119263235128,0.6009434011747252,0.8792452771708651
13,1.0769362449645996,0.7307692170143127,0.8999999761581421,1.5868853330612183,0.5890411138534546,0.8493150472640991
14,1.0692614316940308,0.7307692170143127,0.8999999761581421,1.4489715099334717,0.6171875,0.88671875
15,1.0616340637207031,0.7307692170143127,0.8999999761581421,1.5311455488204957,0.6,0.8703125
16,1.05411696434021,0.7384615540504456,0.8999999761581421,1.5386602640151978,0.5953125,0.86640625
17,1.0466541051864624,0.7384615540504456,0.8999999761581421,1.3517019510269166,0.6328125,0.890625
18,1.0391120910644531,0.7384615540504456,0.8999999761581421,1.3971168994903564,0.5765625,0.890625
19,1.0314122438430786,0.7384615540504456,0.8999999761581421,1.4031819246849924,0.5688679274523033,0.8905660379607723
20,1.023768424987793,0.7384615540504456,0.8999999761581421,1.4676233073075613,0.5595238169034322,0.8845238100914729
21,1.0160466432571411,0.7384615540504456,0.8999999761581421,1.5896629932599189,0.5299145312390776,0.8760683761702643
22,1.0082874298095703,0.7461538314819336,0.8999999761581421,1.4728171110153199,0.57734375,0.88359375
23,1.0007431507110596,0.7461538314819336,0.8999999761581421,1.368806004524231,0.61640625,0.88671875
24,0.9934545755386353,0.7461538314819336,0.9076923131942749,1.3426767826080321,0.63515625,0.88671875
25,0.9863817691802979,0.7461538314819336,0.9076923131942749,1.273852801322937,0.634375,0.90234375
26,0.9795057773590088,0.7461538314819336,0.9076923131942749,1.2531344735397483,0.644339623316279,0.9037735779330416
27,0.9728531241416931,0.7461538314819336,0.9076923131942749,1.2985565432480404,0.6476190493220375,0.8952380776405334
28,0.9660998582839966,0.7461538314819336,0.9076923131942749,1.379875550718389,0.6034188037244682,0.8940170908585573
29,0.9591997861862183,0.7461538314819336,0.9153845906257629,1.4180949211120606,0.59375,0.89765625
