,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy
0,1.3452058169576857,0.66015625,0.8838975694444444,1.3029036346154335,0.666816907051282,0.8835136217948718
1,1.3393728733062744,0.6655815972222222,0.8773871527777778,1.2828127825871491,0.6764322916666666,0.8848157051282052
2,1.1684985955556233,0.6985677083333334,0.9006076388888888,1.2026108923630836,0.6969651442307693,0.8980368589743589
3,1.287581980228424,0.6673177083333334,0.8758680555555556,1.178654936261666,0.6907802483974359,0.9052734375
4,1.3049432039260864,0.6703559027777778,0.884765625,1.1345322995613782,0.7071814903846154,0.9079777644230769
5,1.2410874101850722,0.6848958333333334,0.892578125,1.1195094016117928,0.7095352564102564,0.9068259214743589
6,1.1502569620883156,0.6927871758416273,0.909171863934802,1.0417332280967584,0.7303004245055775,0.921024680523503
7,1.1670975618892245,0.6976996527777778,0.8980034722222222,1.074293152644084,0.718925280448718,0.9170923477564102
8,1.1212826172510784,0.7122395833333334,0.9027777777777778,1.0257906325352497,0.7315454727564102,0.9183944310897436
9,1.1320572296778362,0.7115885416666666,0.9097222222222222,1.011473691998384,0.7326221955128205,0.9236778846153846
10,0.9459314114517636,0.7371961805555556,0.9290364583333334,0.9161871900925269,0.7541316105769231,0.9335436698717948
11,0.9509236945046319,0.7350260416666666,0.9344618055555556,1.0021761139998069,0.7334234775641025,0.9251552483974359
12,1.0459307961993747,0.7217881944444444,0.9201388888888888,0.9528735975424448,0.7475711137820513,0.9254807692307693
13,1.1676828405842226,0.6996141263447164,0.905906793182347,0.9419347448144488,0.743399757570085,0.9334412304442975
14,1.0043656759791904,0.7456597222222222,0.9162326388888888,0.8731701049285058,0.7629206730769231,0.9432091346153846
15,1.0678987602392833,0.7196180555555556,0.9110243055555556,0.9333436584625489,0.7543068910256411,0.9270082131410257
16,0.8993556929959191,0.7630208333333334,0.9401041666666666,0.9276559089238827,0.7506760817307693,0.9303886217948718
17,0.9152308338218265,0.7588975694444444,0.9266493055555556,0.9104415510709469,0.7495242387820513,0.9336688701923077
18,0.9417692422866821,0.7352430555555556,0.9381510416666666,0.9142411400874456,0.7556590544871795,0.9331680689102564
19,1.0500695937209659,0.7137586805555556,0.9192708333333334,0.9175137835435379,0.7549078525641025,0.9319160657051282
20,1.004177790751051,0.7010982479954304,0.9186702325174949,0.8635615055169892,0.7686627549896495,0.9418369403691902
21,0.8629932370450761,0.7693142361111112,0.9407552083333334,0.8587686052689185,0.7681290064102564,0.9379507211538461
22,0.9283409383561876,0.740234375,0.939453125,0.8954889808709805,0.7601412259615384,0.9337189503205128
23,0.9181949860519834,0.7586805555555556,0.9168836805555556,0.8745116652586521,0.7611678685897436,0.9373497596153846
24,0.9561755789650811,0.7332899305555556,0.9346788194444444,0.8523271611103644,0.7688050881410257,0.9407301682692307
25,0.9834524393081665,0.7393663194444444,0.9294704861111112,0.8279251433335818,0.7709084535256411,0.9476412259615384
26,0.9224544299973382,0.7478298611111112,0.9259982638888888,0.8462981321872809,0.7683543669871795,0.9404296875
27,0.9411203127014917,0.7569011603381167,0.9358860189711599,0.8337521006191353,0.7724812859927452,0.9426714543290112
28,0.8541590306493971,0.7612847222222222,0.9398871527777778,0.8370902503912265,0.7739132612179487,0.9404797676282052
29,0.8896384702788459,0.7651909722222222,0.9524739583333334,0.8390616365732291,0.7777694310897436,0.9392277644230769
30,0.9115884436501397,0.7489149305555556,0.9264322916666666,0.8415191723750188,0.7676532451923077,0.9407552083333334
31,0.8941954109403822,0.7517361111111112,0.931640625,0.7975032845368752,0.7790464743589743,0.9488932291666666
32,0.8628026247024536,0.7521701388888888,0.9401041666666666,0.8387523121558703,0.7704577323717948,0.9443860176282052
33,0.9336408575375875,0.7536892361111112,0.9344618055555556,0.8111103960336783,0.7789463141025641,0.9460386618589743
34,0.9399306971052345,0.7476996105373277,0.9290590690872937,0.8271539342468527,0.7729111883096697,0.9440623105910778
35,0.8914635380109152,0.7730034722222222,0.9264322916666666,0.7973223019104737,0.780448717948718,0.9485927483974359
36,0.8940571380986108,0.755859375,0.9331597222222222,0.8158415231185082,0.7740885416666666,0.9411808894230769
37,0.8835930128892263,0.7532552083333334,0.9303385416666666,0.8017726448866037,0.7804737580128205,0.9478665865384616
38,0.8545544180605147,0.7730034722222222,0.9518229166666666,0.8076356687606909,0.7729366987179487,0.9473657852564102
