,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy
0,0.9675615700808439,0.7542613636363636,0.9243607954545454,0.9665394205114116,0.7592136548913043,0.9219174592391305
1,0.9350939663973722,0.7613636363636364,0.9240056818181818,0.9130039875921996,0.7701681385869565,0.9240828804347826
2,0.8067253177816217,0.7713068181818182,0.9467329545454546,0.9074227265689684,0.768936820652174,0.9301970108695652
3,0.719938104802912,0.8142755681818182,0.9534801136363636,0.8097954496093418,0.7911430027173914,0.9371603260869565
4,0.7092035087672147,0.8000710227272727,0.9666193181818182,0.8117784138606943,0.786514945652174,0.9416610054347826
5,0.725822925567627,0.8149857954545454,0.9446022727272727,0.7963998155749362,0.7935207201086957,0.940811820652174
6,0.6795673527386815,0.8207326532803935,0.9454403685947368,0.7701744065917093,0.8082437271712929,0.9388440863205968
7,0.5960994254459034,0.8430397727272727,0.95703125,0.7726201026336007,0.7998046875,0.9394106657608695
8,0.749292639168826,0.8107244318181818,0.9527698863636364,0.7107187710378481,0.8197605298913043,0.9474779211956522
9,0.64483473517678,0.8263494318181818,0.9481534090909091,0.7642001302345939,0.806640625,0.9438264266304348
10,0.6462207219817422,0.8274147727272727,0.9612926136363636,0.6936870074790457,0.8206097146739131,0.947265625
11,0.6556418809023771,0.8306107954545454,0.9556107954545454,0.6949568889711214,0.8210343070652174,0.9496858016304348
12,0.7194455699487166,0.8004261363636364,0.953125,0.6568812980600025,0.8329228940217391,0.9501953125
13,0.6957730878272215,0.8001162120244449,0.9529343404997095,0.668331792153518,0.8303634436852342,0.9521877209569841
14,0.6612751261966383,0.8166526494355038,0.9529015979814971,0.6625614409200077,0.836767241297097,0.9479310346471852
15,0.5853672352704135,0.8412642045454546,0.9605823863636364,0.6604886592730231,0.8331776494565217,0.949600883152174
16,0.5798292105848138,0.8522727272727273,0.9630681818181818,0.6076758445604987,0.841796875,0.9574558423913043
17,0.6004372618415139,0.83984375,0.9605823863636364,0.5988017459926398,0.8450662364130435,0.9563519021739131
18,0.5817453752864491,0.8362926136363636,0.9595170454545454,0.6174814675165259,0.8403108016304348,0.9569887907608695
19,0.583107211381415,0.8359645748074164,0.9614940315748941,0.5876211031623508,0.8571671195652174,0.9582201086956522
20,0.5826333391912205,0.8350515479894028,0.9690721649484536,0.6215845487154784,0.8420518701482004,0.95818630952438
21,0.5378272478649654,0.8452481083051812,0.9709840201850294,0.5890913490796912,0.8484913793103448,0.9585344829230473
22,0.5662962306629528,0.8430397727272727,0.9655539772727273,0.5689500055235365,0.854874320652174,0.9610224184782609
23,0.5585648634217002,0.8458806818181818,0.96484375,0.5668254711705706,0.8552564538043478,0.9586871603260869
24,0.5600110942667181,0.8508522727272727,0.9651988636363636,0.5920824968944425,0.8473165760869565,0.9571161684782609
25,0.4855434921654788,0.8689630681818182,0.9698153409090909,0.5307721268871556,0.8686735733695652,0.9625509510869565
26,0.5228277299098433,0.8648440508967323,0.9630342705414118,0.5278840508797894,0.8692255434782609,0.9655230978260869
27,0.5158284222188684,0.8639175261418844,0.960824743497003,0.5395450128496072,0.8643701486210631,0.9595977421284732
28,0.46594254663754553,0.8708999160461008,0.9684608920067674,0.5190947433586778,0.8681896553368404,0.9656896553368404
29,0.5080480900677767,0.8682528409090909,0.9680397727272727,0.5225460817632468,0.8708389945652174,0.9662449048913043
30,0.5433433868668296,0.8622159090909091,0.96484375,0.5552437379956245,0.8630264945652174,0.9596212635869565
31,0.5288407450372522,0.8572443181818182,0.9680397727272727,0.49407100483127264,0.8752122961956522,0.9654806385869565
32,0.44020744345404883,0.86328125,0.9744318181818182,0.4855942855710569,0.8766134510869565,0.9681980298913043
33,0.48543314285171824,0.859838275230982,0.9676549867524246,0.5207403953308645,0.8671875,0.9625934103260869
34,0.6227393810282048,0.8371134036595059,0.9556701043217453,0.4774865703676987,0.8754410724784593,0.9663902609047119
35,0.548600257545885,0.8637510519553073,0.957947855841923,0.4762445672627153,0.8865517240557177,0.9665948275039936
36,0.46044468879699707,0.87890625,0.9662642045454546,0.4793740656712781,0.8798403532608695,0.9672214673913043
37,0.401011813770641,0.8821022727272727,0.9751420454545454,0.4693649388525797,0.8750424592391305,0.9672639266304348
38,0.43337737972086127,0.8753551136363636,0.9744318181818182,0.4632637121755144,0.8821331521739131,0.9668817934782609
39,0.4726158515973525,0.8597301136363636,0.9744318181818182,0.4860541716865871,0.87109375,0.9665421195652174
40,0.45757481493098856,0.868309587595965,0.9734308817866769,0.48646407153295435,0.8810292119565217,0.9655230978260869
41,0.3873850169716422,0.8829896886324146,0.9783505154639175,0.4345186903347158,0.8906139727621408,0.9735797461524511
42,0.42105512124234834,0.8780487796355938,0.9735071488645921,0.44927845782247083,0.885129310180401,0.9674568966339374
43,0.4111741212281314,0.8849431818181818,0.9708806818181818,0.42897184095952823,0.893936820652174,0.9713400135869565
44,0.44334358789704065,0.8824573863636364,0.9627130681818182,0.4786448786440103,0.8788637907608695,0.9666270380434783
45,0.4547737809744748,0.8718039772727273,0.9680397727272727,0.39789725289396616,0.8980129076086957,0.9747367527173914
46,0.43747920339757745,0.8860085227272727,0.9744318181818182,0.48421095927124436,0.8751273777173914,0.9675186820652174
47,0.4696190739233401,0.884867154248274,0.9726607624181748,0.4157162966287654,0.8962720788043478,0.9738026494565217
48,0.4479533870656466,0.888144329036634,0.9706185567010309,0.4093636325024852,0.8986856031771184,0.9750352858151023
49,0.38750758181859507,0.8961312023404269,0.9709840201850294,0.4090009369521305,0.8940948275039936,0.9748275862068966
50,0.42266857624053955,0.8746448863636364,0.9737215909090909,0.42137098830679187,0.8955078125,0.9704483695652174
51,0.44759584827856586,0.8714488636363636,0.9747869318181818,0.4151733977639157,0.8942764945652174,0.9703634510869565
