,val_loss,val_acc,val_top_k_categorical_accuracy,loss,acc,top_k_categorical_accuracy
0,1.3239174485206604,0.669921875,0.880859375,1.277915336933744,0.6819907868525896,0.8914187001992032
1,1.269423246383667,0.68359375,0.888671875,1.22588996963197,0.6880446962151394,0.8953716384462151
2,1.0669384896755219,0.7265625,0.9248046875,1.1620759605411515,0.6978959163346613,0.899464641434263
3,1.0642797946929932,0.724609375,0.9130859375,1.1027247404672236,0.7073736304780877,0.9115257719123506
4,1.1548002362251282,0.697265625,0.900390625,1.0838370586771413,0.7137232320717132,0.914000249003984
5,0.9721395820379257,0.7412109375,0.9189453125,1.074160424124197,0.714781499003984,0.9171283615537849
6,0.9463352731644255,0.7546012234590292,0.925357867725544,1.0393270951212779,0.7197689468171056,0.9205833150955851
7,1.0636009275913239,0.7080078125,0.912109375,1.0175827273484677,0.7286099802107555,0.922504562713085
8,1.023517668247223,0.7138671875,0.9140625,0.9948700267480189,0.7278075199203188,0.9259991284860558
9,0.9075611233711243,0.7490234375,0.9345703125,1.018011619370297,0.7242125249003984,0.9192604581673307
10,0.944713369011879,0.751953125,0.927734375,0.9623538070465939,0.7364915338645418,0.9275554033864541
11,1.0487766563892365,0.7314453125,0.916015625,0.9707947872074477,0.7342504980079682,0.9283179780876494
12,0.9091674089431763,0.763671875,0.9296875,0.9439704876496973,0.7446464143426295,0.9317884711155379
13,0.9828173519399757,0.7392638008774911,0.9171779096004665,0.9633760854500261,0.7382816825124917,0.931406514396975
14,0.8595888912677765,0.7626953125,0.94140625,0.9174453053341444,0.7449421065737052,0.9346831424302788
15,0.963354155421257,0.73046875,0.9267578125,0.932176743608072,0.7471053286852589,0.9328623007968128
16,1.0059835761785507,0.7412109375,0.9150390625,0.883102315355582,0.7559138446215139,0.9410638695219123
17,0.9141983091831207,0.7392578125,0.9306640625,0.9261815673801529,0.7453311752988048,0.9330646165338645
18,0.9961289465427399,0.7421875,0.9228515625,0.9628697317909909,0.7400554033864541,0.9261703187250996
19,0.9474138170480728,0.7470703125,0.92578125,0.9282717647780461,0.7402888446215139,0.9316950946215139
20,0.8408234340037792,0.7668711691790076,0.9355828230610167,0.9248058049722894,0.7445620362768028,0.9345704203047023
21,0.9339790344238281,0.7314453125,0.939453125,0.9205403631901836,0.7481791583665338,0.9338583167330677
22,1.011898010969162,0.7314453125,0.908203125,0.9063490790674886,0.7435725846613546,0.9378890687250996
23,0.9183899611234665,0.763671875,0.935546875,0.8928703480507748,0.7527079183266933,0.9382625747011952
24,0.9393402934074402,0.7578125,0.9228515625,0.8868109709713089,0.7525989790836654,0.9346831424302788
25,0.859735906124115,0.751953125,0.935546875,0.8715555401912248,0.7604737300796812,0.9388850846613546
26,0.8514591008424759,0.763671875,0.943359375,0.8995132014096021,0.7536572460159362,0.9384182021912351
27,0.8215279404858626,0.7832310867699621,0.9345603279297093,0.8712905971887516,0.7588302138620756,0.9376440140444019
28,0.8194526433944702,0.763671875,0.943359375,0.8831147600395874,0.7561888717579693,0.9359352333283453
29,0.9327304661273956,0.7587890625,0.927734375,0.8624350143618793,0.7561628486055777,0.9419665089641435
30,0.9914530217647552,0.7353515625,0.92578125,0.8677919098580501,0.7593065239043825,0.9400834163346613
31,0.9291743785142899,0.74609375,0.9248046875,0.8723342592022808,0.7611740537848606,0.9369397410358565
32,0.9132872670888901,0.74609375,0.9384765625,0.8808192190421055,0.7542019422310757,0.9399589143426295
33,0.8352638930082321,0.7802734375,0.93359375,0.8834356758224062,0.7604114790836654,0.9377023157370518
34,0.7866232409799025,0.7709611422688927,0.9478527550073246,0.8498893831945168,0.7630076089764973,0.9424960054826693
35,0.9038595855236053,0.7548828125,0.9326171875,0.8708613412788665,0.760738296812749,0.9390407121513944
36,0.8992736041545868,0.759765625,0.9345703125,0.8393355380016494,0.766589890438247,0.9414840637450199
37,0.8630163967609406,0.7646484375,0.9326171875,0.8643363818704369,0.7641309760956175,0.9415618774900398
38,0.8588145524263382,0.767578125,0.9365234375,0.8414105260039706,0.7654538097609562,0.941437375498008
39,0.9415412545204163,0.7373046875,0.9287109375,0.8737546203145943,0.7557270916334662,0.9386205179282868
40,0.7493293881416321,0.7783203125,0.9541015625,0.8669954080030737,0.762714765936255,0.9395854083665338
41,0.9162983397033317,0.7556237250505538,0.9314928370506973,0.8346273083209104,0.7654272274896354,0.9453300084490837
42,0.8024926483631134,0.787109375,0.9423828125,0.8345718716013807,0.7654390315883296,0.9418940209216644
43,0.9073477536439896,0.7509765625,0.9306640625,0.8417679997554338,0.7678504731075697,0.9426201444223108
44,0.8668490201234818,0.7568359375,0.939453125,0.8486985200904755,0.7670100846613546,0.9442697958167331
45,0.8495960533618927,0.7587890625,0.9443359375,0.8653130046874878,0.7612363047808764,0.9398655378486056
46,0.8979113698005676,0.7578125,0.9345703125,0.8552721040657317,0.7631505229083665,0.9390874003984063
47,0.9693024456501007,0.73828125,0.9208984375,0.8412458371831126,0.7667455179282868,0.9419042579681275
48,0.774258682576669,0.7801636013760401,0.9427402806915877,0.8222144648213078,0.7681417886568386,0.9473974939409499
49,0.8382270038127899,0.76953125,0.9384765625,0.8272154405737487,0.76795045786179,0.9460121359890143
50,0.8537020236253738,0.75390625,0.943359375,0.8402156796588366,0.7661385707171314,0.9416708167330677
