,val_loss,val_sparse_categorical_accuracy,val_sparse_top_k_categorical_accuracy,loss,sparse_categorical_accuracy,sparse_top_k_categorical_accuracy
0,0.48372128894252164,0.8704637096774194,0.9695060483870968,0.3996037046839721,0.8974110401459854,0.9747234260948905
1,0.5178919799866215,0.868195564516129,0.9668598790322581,0.4038354625014493,0.8894417198905109,0.9769331660583942
2,0.51358748251392,0.8747479838709677,0.9579133064516129,0.404976506194059,0.8911524863138686,0.9741816833941606
3,0.43149693839011655,0.8801663306451613,0.9701360887096774,0.38868485967608263,0.8916086906934306,0.9772753193430657
4,0.4874916951502523,0.8652973790322581,0.9739163306451613,0.38776513390297435,0.8913235629562044,0.9763201414233577
5,0.44518607278023997,0.8828125,0.9672379032258065,0.39136942503226063,0.8932196624087592,0.9765910127737226
6,0.5024287139907785,0.8657460128527839,0.9584282468283095,0.37170945289904733,0.9003332277612176,0.9777800124144479
7,0.4618577948577112,0.8730729700727551,0.9671120247884988,0.3719503430842584,0.8973550109307401,0.9780892702235767
8,0.46405104956319254,0.8726058467741935,0.9710181451612904,0.3688669868738112,0.8990505246350365,0.9794565465328468
9,0.4695961581122491,0.8765120967741935,0.9730342741935484,0.34886359907414793,0.9006757527372263,0.9787722399635036
10,0.3601721909738356,0.8976814516129032,0.9773185483870968,0.36509959127781166,0.8989222171532847,0.9781592153284672
11,0.46097777928075484,0.8729838709677419,0.9682459677419355,0.35069771828877666,0.9008040602189781,0.9803832116788321
12,0.43214078391751937,0.8874747983870968,0.9759324596774194,0.3612315547074715,0.8998346259124088,0.9815522354014599
13,0.4767526585379603,0.8761389533859723,0.9695330283907931,0.3692255673025721,0.8958806126966495,0.9802648587524934
14,0.40678849084281726,0.8829650562199145,0.9743062690865222,0.3412465696741046,0.9040352855940309,0.9811867479244665
15,0.4566506695362829,0.8756300403225806,0.9701360887096774,0.36412171731247517,0.8952725821167883,0.9797986998175182
16,0.43368568055091367,0.8921370967741935,0.9645917338709677,0.35160846176156163,0.9020443658759124,0.9831204379562044
17,0.44742869850127925,0.8825604838709677,0.9719002016129032,0.3559175370274669,0.8986798585766423,0.9800125456204379
18,0.4103733185798891,0.8847026209677419,0.9765625,0.3295892688588504,0.9065493841240876,0.9817660812043796
19,0.4100333836770827,0.8876008064516129,0.9760584677419355,0.3501346328832807,0.8992216012773723,0.9824076186131386
20,0.4444035087332367,0.8765660616694387,0.9718109314968483,0.3492086079041291,0.9047714798836956,0.9805377609395333
