,loss_in,loss_out,acc_top1_in,acc_top1_out,acc_top5_in,acc_top5_out
0,0.2958102309151201,1.555920421522101,0.9453642384105959,0.6308076825755657,0.9772350997324812,0.8510779029345222
1,0.4400893891773177,1.5483358677662538,0.9025598683207612,0.6325715598936722,0.9649050359288884,0.8515951360263937
2,0.6105362855835467,1.5375639451095158,0.8605132454278454,0.6349634157415732,0.9470198683391344,0.8525367739304469
3,0.6443377754439605,1.5386622693425227,0.8511247434499074,0.6352663398969647,0.9447852765124268,0.8529283700754028
4,0.8328690254135307,1.519773128759017,0.8106978678623603,0.6387448773160267,0.928541580404241,0.8542109938872784
5,0.8336879857381185,1.523828846856621,0.801666665871938,0.6387015334326626,0.9229166666666668,0.8537014361141149
6,0.9366383399800576,1.5118888096709855,0.7745783614896541,0.6402335065645016,0.9148498573993664,0.8551389027917768
7,1.0695188581000556,1.5076498892430332,0.7406328056972291,0.6416470920086254,0.9084096592133688,0.8550450160671585
8,1.201648656527201,1.4936368103050348,0.719583334128062,0.6438531210782908,0.8845833325386048,0.8570463685708721
9,1.1895946950148752,1.4927133159823132,0.6977412719501362,0.6455085605363556,0.8985626280674944,0.8566962497032756
10,1.3840981357834663,1.4883514992009663,0.678347934893782,0.6457139373993721,0.8698372971678358,0.8570418101630559
11,1.252864347388413,1.5147945041261124,0.7106788075522871,0.6399871873924612,0.8870033104688126,0.8542983082657971
12,1.4864101612230705,1.4793784619582049,0.6268718800013157,0.6485064835106611,0.8731281196019812,0.8572995750916508
13,1.6776003237391317,1.464383291043964,0.5972165382157277,0.6498302925933824,0.835448219743948,0.8598235520566948
14,1.646626666659325,1.4726445970915658,0.5944259557470108,0.6493776424694909,0.8535773704531983,0.8580278213344247
15,1.850735832610595,1.4549993141767148,0.545378849766435,0.6526257219501599,0.8230641123456423,0.8606823792135895
16,2.1060338408447974,1.4432221874451034,0.5120431889727266,0.6550177000569524,0.8023255819894151,0.8615293962806116
17,1.9598727869072023,1.4350961890709515,0.4916527543919712,0.6578682687781172,0.8167779624760648,0.8625478080686739
18,2.6329194037119548,1.4151281653867134,0.37833333333333335,0.6616579474561671,0.7141666658719381,0.8661673162790919
19,2.868369384461463,1.391401489731786,0.2591362122285405,0.6689206987703009,0.6947674414644209,0.8682153797794288
